BÁO CÁO QUY ĐỔI CONVERSION ITEM MASTER,,,,,,,,,,,,,,
Item No,Item Name,UOM1,UOM2,UOM Conversion,UOM Piece,Type Item,Tấn/ UOM Conversion,M3/ UOM Conversion,UOM Conversion / Pallet,UOM Conv / Pal Layer,UOM2/UOM1,UOM Conv/Piece,Pallet chồng đôi,Item Status
97KM03722,Topboard gia vị CHIN-SU XK Canada (80x30)cm,Cai,,Cai,,POSM,0.0002325,0.0013,,,1,,,Active
BNNK00159,Nhãn decal TTGN gà ta chặt sẵn MEATDeli (69x25)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03723,Poster A2 gia vị CHIN-SU XK Mỹ,Cai,,Cai,,POSM,0.0002325,0.0013,,,1,,,Active
97KM03724,Poster A2 gia vị CHIN-SU XK Canada,Cai,,Cai,,POSM,0.0000013,0.0013,,,1,,,Active
BGST02306,Sticker thùng NM Nam Ngư XK Australia 2 (DHN) 4.8L,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BGNA01663,Nhãn decal giấy NM Nam Ngư XK Australia 2 (DHN) 4.8L (101x122)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
97KM03311,Gấu bông Capy CHIN-SU,Cai,,Cai,,POSM,0.0002,0.0045,675,,1,,,Active
03NT00590,Nước tương CHIN-SU Nấm XK Nga (KBG) CZ 24chai x 275gr,Cha,Thu,Thu,Cha,FG,7.52E-03,4.21E-01,91,13,24,24,,Active
03NM00897,Nước mắm Nam Ngư XK Taiwan (Asean VIP) 24chai x 300ml,Cha,Thu,Thu,Cha,FG,9.50E-03,0.01681875,84,14,24,24,,Active
BGNA01676,Nhãn decal giấy NM Nam Ngư XK Taiwan (Asean VIP) mặt sau dạng cuộn 300ml (105x24.5)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
BNNK00156,Nhãn decal lạp xưởng tươi MEATDeli 280gr(360x25)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNA01658,Nhãn decal giấy NM Nam Ngư XK Korea (OTL) mặt sau dạng cuộn 500ml (32.5x138)mm,Cai,Cuo,Cuo,,PG,,,,,"10,000",,,Active
BGTA00784,Thùng carton NM Nam Ngư XK Korea (OTL) 500ml (342x227x270)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTG00429,Thùng carton xốt Mayonnaise CHIN-SU nguyên bản 250gr (300x270x195)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTG00430,Thùng carton xốt Mayonnaise CHIN-SU nguyên bản 120gr (265x220x155)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTA00814,Thùng carton NM Nam Ngư XK Taiwan (Asean VIP) 300ml (316x216x215)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BNTU01294,Túi PE Zipper (430x550)mm,Kgs,Cai,Cai,,PG,2.63E-05,,"3,800,000",,0,,,Active
04MS01836,Màng rau mì Omachi xốt Bò hầm XK Cambodia 80gr (1800m x 160mm x 46µm),Cuo,Met,Met,,PG,,,"172,800",,0,,,Active
97KM03418,Đồng hồ thông minh Apple Watch Series 10,Cai,,Cai,,POSM,0.0001,0.00125,,,1,,,Active
99TO20089,BTP2 tương ớt CHIN-SU Original XK EU mới,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM03701,Gấu bông Capybara muối tôm,Cai,,Cai,,POSM,0.0001,0.0012,,,1,,,Active
99XX10097,BTP xúc xích thanh trùng Ponnie Hanns Super Eco xông khói sau thanh trùng,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99XX10098,BTP xúc xích thanh trùng Ponnie Hanns Super Eco xông khói 50gr sau thanh trùng,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99XX10099,BTP xúc xích thanh trùng Ponnie Hanns Super Eco xông khói Ø30 sau thanh trùng,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTB00126,Thùng carton bia Red Ruby NC (QR) 330ml (405x267x120)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTB00127,Thùng carton bia Sư Tử Trắng (QR) 330ml (405x267x120)mm,Cai,,Cai,,PG,,,,,1,,,Active
02TB00033,Nem chua rán MEATDeli đông lạnh 12khay x 500gr (KT),Kha,Thu,Thu,,FG,6.78E-03,0.0216,40,5,12,,,Active
ANKC00222,TAHH viên heo con MML A - 3S (Medication),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM03253,Nồi lẩu điện Sunhouse 3.5L,Cai,,Cai,,POSM,0.0015,0.0196,,,1,,,Active
03NM00817,Nước mắm CHIN-SU cá cơm Biển Đông khẩu vị đang bán tại Nhật Bản KM 6chai TO CHIN-SU MN 250gr - 6chai x 500ml,Cha,Thu,Thu,Cha,FG,8.80E-03,0.019326006,48,12,6,6,Y,Active
04HP00462,Nước giặt NET Matic cuốn hút KM 2dây ST La'petal dành cho da thường lá trầu không & nụ tầm xuân 6ml 3chai x 3.3kg,Cha,Thu,Thu,Cha,FG,0.011324,0.028556472,45,15,3,3,,Active
02OM00917,Mì Omachi hương vị Tôm chua cay XK Cambodia 8bl x 6ly x 68gr,Blo,Thu,Thu,Ly,FG,0.003744,0.053998,30,5,8,48,,Active
BGTM01681,Thùng carton mì Omachi hương vị Tôm chua cay XK Cambodia 68gr (544x374x238)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTA00788,Thùng carton NC Nam Ngư Đệ Nhị (MSI) 900ml (354x213x248)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTA00789,Thùng carton NC Nam Ngư Đệ Nhị 800ml (398x199x268)mm,Cai,,Cai,,PG,,,,,1,,,Active
ATDV00347,Chân gà nội địa đông lạnh,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
ATDV00348,Chân gà đông lạnh Master Good (Hungary),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
ATDV00349,Chân gà đông lạnh Arad (Ba Lan),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
99NT20053,BTP nước tương 4.8L,Kgs,Lit,Lit,,IP,0.001175,,,,1,,,Active
02OM00916,Mì khoai tây Omachi hương vị lẩu tôm càng (có thịt) KM 1chai TO CHIN-SU 250gr - 24ly x 112gr,Ly,Thu,Thu,Ly,FG,3.29E-03,0.025559079,60,10,24,24,,Active
BNTU01527,Túi PA/PE (220x180)mm,Cai,,Cai,,PG,,,,,1,,,Active
99C400094,BTP cà phê hòa tan sau sấy 5C03,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTM01664,Thùng carton mì Kokomi Tôm chua cay KM 1chai Wake up 247 330ml - 65gr (317x97x350)mm,Cai,,Cai,,PG,,,"1,200",,1,,,Active
BGNA01572,Nhãn decal giấy NM Nam Ngư KM NC ớt tỏi Lý Sơn mặt sau 100ml - 750ml (39x138)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
02KK00478,Mì Kokomi Đại 90 Tôm chua cay MB KM 1chai NTL Wake up 247 330ml - 30gói x 90gr,Goi,Thu,Thu,Goi,FG,3.20E-03,0.016559648,78,6,30,30,Y,Active
BGTN00389,Thùng carton NT CHIN-SU XK Nga (KBG) CZ (356x240x190)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BNMX00324,Màng bottom xúc xích thanh trùng (360m x 424mm x 200µm),Cuo,Met,Met,,PG,,,,,0,,,Active
97OT00024,Tương ớt CHIN-SU MN 3bl x 8chai x 100gr,Blo,Thu,Thu,Cha,FG,0.0031468,6.24E-03,170,17,3,24,Y,Active
994300433,BTP gà thịt trắng sub 197,Kgs,CON,CON,,IP,0.002,,,,2,,,Active
994300434,BTP gà thịt trắng sub 198,Kgs,CON,CON,,IP,0.002,,,,2,,,Active
994300435,BTP gà thịt trắng sub 199,Kgs,CON,CON,,IP,0.002,,,,2,,,Active
03NM00896,Nước mắm Nam Ngư chua ngọt XK Korea (OTL) 12chai x 300ml,Cha,Thu,Thu,Cha,FG,5.38E-03,7.05E-03,135,27,12,12,Y,Active
BGTA00813,Thùng carton NM CHIN-SU chua ngọt XK Korea (OTL) 5 lớp 12chai 300ml (245x129x199)m,Cai,,Cai,,PG,,,960,,1,,,Active
ABTB00168,Tinh bột biến tính Elastitex 1,Kgs,,Kgs,,RM,0.001,,"1,000",,1,,,Active
BGTT00571,Thùng carton TO CHIN-SU XK Mỹ 250gr (434x180x157)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTT00572,Thùng carton TO CHIN-SU XK Mỹ 500gr (367x167x184)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTB00128,Thùng carton bia Red Ruby Max (QR) 330ml (355x236x150)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTB00129,Thùng carton bia Sư Tử Trắng King (QR) 330ml (355x236x150)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGHP00503,Thùng carton NG NET Matic cuốn hút KM 2dây ST La'petal dành cho da thường lá trầu không & nụ tầm xuân 6ml 3.3kg (285x220x370)mm,Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00504,Thùng carton NG NET Matic duyên dáng KM 2dây ST La'petal dành cho da thường lá trầu không & nụ tầm xuân 6ml 3.3kg (285x220x370)mm,Cai,,Cai,,PG,,,520,,1,,,Active
ANKC00223,Thức ăn hỗn hợp gà trắng công nghiệp từ 1-14 ngày tuổi CGF200VFM025 25kg,Kgs,Bao,Bao,,RM,0.025,,,,25,,,Active
ANKC00224,Thức ăn hỗn hợp gà trắng công nghiệp từ 1-14 ngày tuổi CGF200VFP025 25kg,Kgs,Bao,Bao,,RM,0.025,,,,25,,,Active
08VH00096,Nước uống đóng chai Vihawa 24chai x 500ml,Cha,Thu,Thu,Cha,FG,0.0128,0.023155308,60,10,24,24,Y,Active
BGNM00189,Nắp seal mì Omachi hương vị Tôm chua cay XK Cambodia 68gr (101mm),Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BGHO00248,Ly mì Omachi hương vị Tôm chua cay XK Cambodia 68gr (100x115)mm,Cai,,Cai,,PG,,,"5,760",,1,,,Active
ANVX00177,Thuốc Avimecin 100ml,Cha,,Cha,,RM,,,,,1,,,Active
03NT00583,Nước tương Tam Thái Tử Nhất ca XK Canada (88 Supermarket) 4bl x 6chai x 500ml,Blo,Thu,Thu,Cha,FG,0.0144,0.031004631,45,9,4,24,,Active
BGTA00790,Thùng carton NM CHIN-SU cá cơm Biển Đông 720ml (353x267x284)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTA00791,Thùng carton NM CHIN-SU cá cơm Biển Đông 150ml (377x281x156)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTM01693,Thùng carton mì xào Kokomi Đại 90 vị hải sản cay tê (tự động) 90gr (335x120x335)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03726,Wobbler kẹp bundle 1+1 XK Mỹ (14x14)cm,Cai,,Cai,,POSM,0.0002325,0.0013,,,1,,,Active
97KM03727,Bộ incon set Bundle 1+1 XK Mỹ (20x20)cm,Cai,,Cai,,POSM,0.0002325,0.0013,,,1,,,Active
BGTN00392,Thùng carton NT Tam Thái Tử Nhất ca 650ml (309x233x261)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
99HP20143,BTP nước xả vải Homey hương hoa đỗ quyên Busan,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTM01688,Thùng carton mì Kokomi Đại 90 Tôm chua cay MN KM 1chai trà Bupnon 365 500ml - 90gr (352x112x410)mm,Cai,,Cai,,PG,,,"1,800",,1,,,Active
BGTM01689,Thùng carton mì Kokomi Đại 90 Tôm chua cay MB KM 1chai trà Bupnon 365 500ml - 90gr (352x112x410)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03630,Áo khoác đồng phục HN CHIN-SU ngọt thanh,Cai,,Cai,,POSM,0.0013,0.00375,,,1,,,Active
AHNU00486,Hương mận 521126 1C,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
AHNU00487,Hương sparkling wine 555921 T,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM03729,Window frame B'fast (66x4)cm,Bo,,Bo,,POSM,0.0001,0.1089,40,,1,,,Active
BGNO00742,Nhãn decal TO CHIN-SU Sriracha XK Nhật mặt trước dạng cuộn 275gr,Cai,Cuo,Cuo,,PG,,,,,"5,000",,,Active
BGNA01673,Nhãn decal giấy NM Nam Ngư chua ngọt XK Korea (OTL) mặt trước dạng cuộn 300ml,Cai,Cuo,Cuo,,PG,,,286,,"3,500",,,Active
BGNA01674,Nhãn decal giấy NM Nam Ngư chua ngọt XK Korea (OTL) mặt sau dạng cuộn 300ml,Cai,Cuo,Cuo,,PG,,,286,,"3,500",,,Active
08CF00880,Cà phê Wake up Americano XKGT Mỹ 24bịch x 100stick x 2gr,Bic,Thu,Thu,Bic,FG,7.73E-03,6.30E-02,20,4,24,24,Y,Active
BNMF00382,Màng cà phê Wake up Americano XK Mỹ 1 lane 2gr (500m x 59mm x 66µm),Cuo,Met,Met,,PG,,,"27,000",,0,,,Active
994300436,BTP gà thịt trắng sub 200,Kgs,CON,CON,,IP,0.002,,,,2,,,Active
97HP00082,Nước giặt xả Chanté cao cấp 8 trong 1 hương hoa hồng Pháp (hanger) 90gói x 60gr,Goi,Thu,Thu,Goi,FG,7.39E-03,0.029411892,40,8,90,90,,Active
01SN00041,Snack Ponnie da heo zòn vị rong biển 20gói x 30gr,Goi,Thu,Thu,,FG,0.0012,0.0207,45,9,20,,,Active
01SN00042,Snack Ponnie da heo zòn vị kim chi 20gói x 30gr,Goi,Thu,Thu,Goi,FG,0.0012,0.0207,45,9,20,20,,Active
CAKH00397,Thẻ block sữa lúa mạch B'fast có canxi (QR) 180ml (87x56)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNN00174,Nhãn decal thùng sữa lúa mạch B'fast có canxi (QR) 180ml,Cai,,Cai,,PG,,,384,,1,,,Active
03GV00054,Tiêu đen xay Đắk Lắk CHIN-SU 4bịch x 4dây x10gói x 10gr,Bic,Thu,Thu,Bic,FG,0.0021,0.010891006,104,13,4,4,,Active
BGTT00573,Thùng carton TO CHIN-SU XK Mỹ 1kg (269x219x231)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTT00574,Thùng carton TO CHIN-SU Extra Hot XK Mỹ 250gr (434x179x157)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTB00130,Thùng carton bia Lush Original Adventure (QR) 330ml (355x236x150)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTB00131,Thùng carton bia Red Ruby Cao cấp MT (QR) 330ml (355x236x150)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03254,Chảo chống dính Elmich 28cm,Cai,,Cai,,POSM,0.0007,0.00345,250,,1,,,Active
BGHP00505,Thùng carton NG NET Matic đam mê KM 2dây ST La'petal dành cho da thường lá trầu không & nụ tầm xuân 6ml 3.3kg (285x220x370)mm,Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00506,Thùng carton NG NET Matic diệu kỳ KM 2dây ST La'petal dành cho da thường lá trầu không & nụ tầm xuân 6ml 3.3kg (285x220x370)mm,Cai,,Cai,,PG,,,520,,1,,,Active
ANKC00225,Thức ăn hỗn hợp gà trắng công nghiệp từ 15-28 ngày tuổi CGF210VFP025 25kg,Kgs,Bao,Bao,,RM,0.025,,,,25,,,Active
95XX00016,Xúc xích tiệt trùng Ponnie vị bò 20gói x 5cây x 35gr,Goi,Thu,Thu,Goi,FG,0.00384,0.0071775,153,17,20,20,,Active
03NT00584,Nước tương Tam Thái Tử Nhất ca XK Canada (Choy-Foong) 4bl x 6chai x 500ml,Blo,Thu,Thu,Cha,FG,0.0144,0.031004631,45,9,4,24,,Active
BGTA00792,Thùng carton NM CHIN-SU cá cơm Biển Đông 330ml (370x247x197)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTA00793,Thùng carton NM CHIN-SU Professional 2L (353x232x301)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTM01694,Thùng carton mì xào Kokomi Đại 90 vị bò xốt cà (tự động) 90gr (335x120x335)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGST02290,Sticker chai NM CHIN-SU hương Cá Hồi XK XingBao dạng cuộn 500ml (70x55)mm,Cai,Cuo,Cuo,,PG,,,,,"4,900",,,Active
BGST02291,Sticker chai NC Nam Ngư Đệ Nhị XK XingBao dạng cuộn 900ml (50x100)mm,Cai,Cuo,Cuo,,PG,,,,,"6,800",,,Active
BGNK00152,Nhãn decal chà bông Ponnie Heo sạch mặt trước 100gr (85x56)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNK00153,Nhãn decal chà bông Ponnie Heo sạch mặt sau 100gr (85x56)mm,Cai,,Cai,,PG,,,,,1,,,Active
BNTU01528,Túi màng phức hợp chà bông Ponnie Heo sạch 100gr (190x120x60)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTN00393,Thùng carton NT Tam Thái Tử Nhất ca 500ml (425x284x236)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTN00394,Thùng carton NC Tam Thái Tử Nhị ca 500ml (392x259x226)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTN00395,Thùng carton NC Tam Thái Tử đồng tiền 500ml (387x257x225)mm,Cai,,Cai,,PG,,,,,1,,,Active
03NM00898,Nước mắm Nam Ngư XK Taiwan (Asean VIP) 12chai x 650ml,Cha,Thu,Thu,Cha,FG,0.0102,0.0167475,90,18,12,12,,Active
BGNA01675,Nhãn decal giấy NM Nam Ngư XK Taiwan (Asean VIP) mặt trước dạng cuộn 300ml (105x 24.5)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
993400008,BTP chi phí chuồng trống_H01,UNI,,UNI,,IP,,,,,1,,,Active
99VH00077,BTP nước mơ ngâm Hari,Lit,,Lit,,IP,,,,,1,,,Active
99HH01499,BTP mỡ nọng heo,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGNT00414,Nhãn decal giấy NT CHIN-SU XK Nga (KBG) CZ 270gr (198x38)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BGNT00415,Nhãn decal giấy NT CHIN-SU Tỏi ớt XK Nga (KBG) CZ 275gr (190x38)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BNTU01548,Túi cà phê Wake up Americano XK Mỹ 100stick 2gr (350x220)mm x XH 90mm,Cai,,Cai,,PG,,,"120,000",,1,,,Active
02XX00256,Xúc xích thanh trùng Ponnie Eco xông khói KM XX thanh trùng Ponnie Eco cocktail xông khói 200gr - 10cây x 45gr,Bic,,Bic,,FG,0.0006715,,,,1,,,Active
BGSN00041,Thùng carton snack O'lala da heo lắc vị mực lăn muối ớt 30gr (300x300x230)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03419,Móc khóa gấu bông Labubu V2 Have A Seat,Cai,,Cai,,POSM,0.0003,0.0012,,,1,,,Active
BGTT00575,Thùng carton TO CHIN-SU Extra Hot XK Mỹ 500gr (366x166x181)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTT00576,Thùng carton TO CHIN-SU Phở XK Mỹ 470gr (367x167x185)mm,Cai,,Cai,,PG,,,,,1,,,Active
BNMX00313,Màng PVDC đỏ XXTT Ponnie vị heo 70gr (1620m x 76mm x 40µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BNMX00314,Màng túi XXTT Ponnie vị Heo 70gr (1200m x 255mm x 58µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BGTX00317,Thùng carton XXTT Ponnie vị heo 70gr (238x215x87)mm,Cai,,Cai,,PG,,,,,1,,,Active
03NM00818,Nước mắm CHIN-SU cá cơm Biển Đông khẩu vị đang bán tại Nhật Bản KM 6chai TO CHIN-SU MB 250gr - 6chai x 500ml,Cha,Thu,Thu,Cha,FG,8.80E-03,0.019326006,48,12,6,6,Y,Active
BNMX00310,Màng đồng cây thịt 45gr (1200m x 95mm x 40µm),Cuo,Met,Met,,PG,,,,,0,,,Active
08VH00097,Nước uống đóng chai Vihawa 12chai x 1.5L,Cha,Thu,Thu,Cha,FG,0.0188,0.03233916,40,10,12,12,Y,Active
94XX00108,BTP xúc xích Ponnie giòn ăn liền vị phô mai bắp 5gr thu hồi (cây trước đóng gói),Cay,,Cay,,IP,,,,,1,,,Active
36560,MEATDeli Sườn cọng gà,Kgs,Tui,Tui,,FG,0.0002115,,,,0,,,Active
36561,3F Sườn cọng gà,Kgs,Tui,Tui,,FG,0.0002115,,,,0,,,Active
39419,BTP Sườn cọng gà,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
01RI00007,Cơm Omachi Bibimbap kiểu Hàn Quốc 12hộp x 192gr,Hop,Thu,Thu,Hop,FG,3.49E-03,0.02888775,45,9,12,12,,Active
BGTA00794,Thùng carton NM Nam Ngư Nhãn Vàng 650ml (267x202x280)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03717,Bộ kỉ niệm chương tri ân Kokomi,Bo,,Bo,,POSM,0.002,0.0021,,,1,,,Active
BGST02292,Sticker chai NM Nam Ngư XK China dạng cuộn 1.2L (45x90)mm,Cai,Cuo,Cuo,,PG,,,,,"7,600",,,Active
BGTN00396,Thùng carton NC Tam Thái Tử đồng tiền 4.5L (307x302x346)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTN00397,Thùng cartonl NT Tam Thái Tử Nhất ca sánh đậm 500ml (425x284x236)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTN00398,Thùng cartonl NT Tam Thái Tử Nhất ca sánh đậm 120ml (260x190x212)mm,Cai,,Cai,,PG,,,,,1,,,Active
99XX10120,BTP cây thịt vị heo OMC,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99XX10121,BTP cây thịt vị tôm OMC,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99XX10122,BTP cây thịt vị bò OMC,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
03NM00888,Nước chấm Nam Ngư XK Malaysia (Sangla) 18chai x 750ml,Cha,Thu,Thu,Cha,FG,0.0171,0.0249249,60,12,18,18,Y,Active
BGNA01655,Nhãn decal giấy NM Nam Ngư XK Malaysia (Sangla) mặt trước dạng cuộn 750ml (39x150)mm,Cai,Cuo,Cuo,,PG,,,100,,"10,000",,,Active
BNMX00309,Màng topfilm thanh hải sản Heo cao bồi Cuốn cuốn rong biển 21gr (600m x 546mm x 90µm),Cuo,Met,Met,,PG,,,,,0,,,Active
993400009,BTP chi phí chuồng trống_H02,UNI,,UNI,,IP,,,,,1,,,Active
993400010,BTP chi phí chuồng trống_H03,UNI,,UNI,,IP,,,,,1,,,Active
993400011,BTP chi phí chuồng trống_H04,UNI,,UNI,,IP,,,,,1,,,Active
993400012,BTP chi phí chuồng trống_H05,UNI,,UNI,,IP,,,,,1,,,Active
993400013,BTP chi phí chuồng trống_H06,UNI,,UNI,,IP,,,,,1,,,Active
BGNT00416,Nhãn decal giấy NT CHIN-SU Nấm XK Nga (KBG) CZ 275gr (190x38)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BGTF00628,Thùng carton cà phê Wake up Americano XK Mỹ 100stick 2gr (540x400x240)mm,Cai,,Cai,,PG,,,480,,1,,,Active
BNMF00385,Màng cà phê VCF Chất cà phê sữa đá XK Korea (Tani) 29gr (2000m x 270mm x 66µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BNMF00386,Màng cà phê VCF 3in1 Gold Original XK Korea (Hyosung) 10 lane stick 16gr (2000m x 790mm x 79µm),Cuo,Met,Met,,PG,,,,,0,,,Active
32230,Đùi gà tháo khớp (S),Kgs,,Kgs,,FG,0.001,,,,1,,,Active
37656,Da cổ gà (P),Kgs,,Kgs,,FG,0.001,,,,1,,,Active
37657,Da cổ gà (P) đông lạnh,Kgs,,Kgs,,FG,0.001,,,,1,,,Active
39444,BTP Đùi gà tháo khớp (S),Kgs,,Kgs,,IP,0.001,,,,1,,,Active
39445,BTP Da cổ gà (T),Kgs,,Kgs,,IP,0.001,,,,1,,,Active
39446,BTP Đầu cổ gà không da,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BNMC00956,Cuộn màng khay trong PET/PE (350m x 675mm x 590µm),Met,,Met,,PG,,,,,1,,,Active
BNTU01557,Túi cà phê VCF 3in1 Gold Original XK Korea (Hyosung) 50stick (400x220)mm x XH 100mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03691,Áo Polo Omachi quán xá Châu Á,Cai,,Cai,,POSM,0.0002,0.00216,960,,1,,,Active
BGTT00577,Thùng carton TO CHIN-SU Sriracha (CT) XK Mỹ 115gr (339x167x125)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTT00578,Thùng carton TO CHIN-SU Sriracha (CT) XK Mỹ 250gr (434x180x157)mm,Cai,,Cai,,PG,,,,,1,,,Active
334301300,Gà thịt R,Kgs,CON,CON,,FG,0.00235,,,,2,,,Active
97KM03255,Bộ 4 tô sứ trắng Omachi 6'',Bo,,Bo,,POSM,0.0009,0.0018,,,1,,,Active
04HP00463,Nước giặt NET Matic duyên dáng KM 2dây ST La'petal dành cho da thường lá trầu không & nụ tầm xuân 6ml 3chai x 3.3kg,Cha,Thu,Thu,Cha,FG,0.011324,0.028556472,45,15,3,3,,Active
BNTU01537,Túi ngoài ngũ cốc VCF XK Nhật 25gr (305x255)mm,Cai,,Cai,,PG,,,"120,000",,1,,,Active
BGTE00103,Thùng carton ngũ cốc VCF XK Nhật 25gr (415x245x285)mm,Cai,,Cai,,PG,,,720,,1,,,Active
39420,"BTP Xương ức gà không sụn, không sườn",Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM03416,Wobbler Chanté (15x17)cm,Cai,,Cai,,POSM,0.00003,0.000255,"4,010",,1,,,Active
BGTA00795,Thùng carton NM Nam Ngư cao cấp (MSI) 500ml (342x202x281)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTA00796,Thùng carton NM Nam Ngư 60chai 50ml (347x207x137)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTM01677,Thùng carton mì dinh dưỡng khoai tây Omachi xốt Bò hầm (có thịt) KM 1chai TO CHIN-SU 250gr - 113gr (378x267x239)mm,Cai,,Cai,,PG,0.0003,0.00402318,"1,040",,1,,,Active
BGNT00419,Nhãn decal NC Tam Thái Tử đồng tiền 4.5L (307x30)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNA01656,Nhãn decal giấy NM Nam Ngư XK Malaysia (Sangla) mặt sau dạng cuộn 750ml (39x138)mm,Cai,Cuo,Cuo,,PG,,,100,,"10,000",,,Active
BGTA00783,Thùng carton NM Nam Ngư XK Malaysia (Sangla) 750ml (412x207x280)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
ANVX00181,Vaccine Typ H9 chủng SS 500Ds,DOS,,DOS,,RM,,,,,1,,,Active
97KM03689,Hanger XXTT Ponnie 1 line (12x70)cm,Cai,,Cai,,POSM,,,,,1,,,Active
BNTU01555,Túi zipper bánh tráng CHIN-SU XK Hàn Quốc dạng vuông 300gr (260x200)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03678,Ly sứ cà phê Vinacafe Special,Cai,,Cai,,POSM,0.000316,0.00048752,,,1,,,Active
BGNA01677,Nhãn decal giấy NM Nam Ngư XK Taiwan (Asean VIP) mặt trước dạng cuộn 650ml (138x37)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
BGNA01678,Nhãn decal giấy NM Nam Ngư XK Taiwan (Asean VIP) mặt sau dạng cuộn 650ml (138x37)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
BGTA00815,Thùng carton NM Nam Ngư XK Taiwan (Asean VIP) 650ml (266x201x275)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
