BÁO CÁO QUY ĐỔI CONVERSION ITEM MASTER,,,,,,,,,,,,,,
Item No,Item Name,UOM1,UOM2,UOM Conversion,UOM Piece,Type Item,Tấn/ UOM Conversion,M3/ UOM Conversion,UOM Conversion / Pallet,UOM Conv / Pal Layer,UOM2/UOM1,UOM Conv/Piece,Pallet chồng đôi,Item Status
94XX00118,BTP xúc xích thanh trùng O'lala sữa tái chế 200gr,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM00878,Kệ cà phê Miền Nam (1500x530x400)mm,Cai,,Cai,,POSM,0.009,0.36,12,,1,,,Active
94XX00119,BTP xúc xích thanh trùng O'lala sữa tái chế 45gr,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94XX00120,BTP xúc xích thanh trùng Ponnie Mainstream phô mai tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94XX00121,BTP xúc xích thanh trùng Ponnie Mainstream bắp tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94XX00122,BTP xúc xích thanh trùng Ponnie Hanns Super Eco xông khói tái chế Ø26 45gr,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99NM50033,BTP5 NM cốt Phú Quốc 35N,Lit,,Lit,,IP,,,,,1,,,Active
94C300027,BTP cà phê hòa tan dịch thu hồi RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
94C500001,BTP Cà phê hòa tan C501 RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
94C500008,BTP Cà phê hòa tan 6C98 Buôn Mê Thuột RUS,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94C500014,BTP Cà phê hòa tan 6C03 RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
97KM00872,Loa Karaoke,Cai,,Cai,,POSM,0.0073,0.0627072,,,1,,,Active
99TH00018,Gói thịt mì OMC Special Bò hầm khoai tây xốt vang 20gr,Goi,,Goi,,IP,,,,,1,,,Active
94C500003,BTP Cà phê hòa tan 5B RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
97KM00865,Đồng Hồ Vinacafe (500x620x100)mm,Cai,,Cai,,POSM,0.002,0.0327726,60,,1,,,Active
94C500011,BTP Cà phê hòa tan 6B RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
94C500012,BTP Cà phê hòa tan 6C01 RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
94C500018,BTP Cà phê hòa tan 1C01 RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
99TH00017,Gói thịt mì OMC Special Bò hầm khoai tây xốt vang 20gr trước bảo ôn,Goi,,Goi,,IP,,,"25,000",,1,,,Active
BGNF00378,Nhãn decal túi cà phê Gold1 XK TDW Canada (155x80)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM00871,Dù cầm tay Wake up 247,Cai,,Cai,,POSM,0.00035,0.00108416,,,1,,,Active
94C500002,BTP Cà phê hòa tan C502 RUS,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94C500009,BTP Cà phê hòa tan 4A01 RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
94C300029,BTP cà phê hòa tan First extract dịch thu hồi RUS,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94C500017,BTP Cà phê hòa tan 4C02 RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
99TH00019,Gói thịt mì OMC Special Bò hầm khoai tây xốt vang 20gr (Hải Dương),Goi,,Goi,,IP,0.000025,0.0000366,,,1,,,Active
94C500010,BTP Cà phê hòa tan 4B01 RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
97KM00866,Ly Hồng Ngọc,Cai,,Cai,,POSM,0.00025,0.000631354,"2,520",,1,,,Active
97KM00870,Thùng đá Wake up 247 35L,Cai,,Cai,,POSM,0.004,0.06804,21,,1,,,Active
97KM00869,Vàng miếng 999.9 Doji (loại 1 chỉ),Luo,Mie,Mie,,POSM,,,,,0,,,Active
ATNS00078,Ớt hiểm lỡ khô (trái),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
99PH00091,Phôi mì Omachi Special,Cai,,Cai,,IP,,,,,1,,,Active
97KM01063,Vàng miếng SJC 999.9 Thần Tài (loại 2 chỉ),Luo,Mie,Mie,,POSM,,,,,1,,,Active
BGNK00146,Nhãn decal giá dùng thử 50K (44x40)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM00888,Voucher CoopMart 200.000đ,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00884,Nồi cơm điện Cuckoo,Cai,,Cai,,POSM,0.0057,0.0338,,,1,,,Active
97KM00876,Bao lì xì bia Sư Tử Trắng,Cai,,Cai,,POSM,0.0000045,0.000006944,,,1,,,Active
BNCH00111,Chai PET Suối Mơ 350ml 1810 (cổ Φ30),Cai,,Cai,,PG,,,,,1,,,Active
08CF00518,Cà phê VCF 3in1 Gold Original XKTT Canada (WDT) 20bịch x 20gói x 20gr,Bic,Thu,Thu,Goi,FG,0.00932,0.027342,48,,20,400,Y,Active
97KM00881,Balo Omachi,Cai,,Cai,,POSM,0.0006,0.00715024,,,1,,,Active
CATU00064,Túi xốp trong 70cm x 61cm x 30µm (XH 42cm),Kgs,,Kgs,,PG,0.001,0.0024576,500,,1,,,Active
97KM00887,Xe máy điện Huyndai,Cai,,Cai,,POSM,0.07,1.2744,,,1,,,Active
97KM00892,Phiếu mua hàng Nguyễn Kim 2 triệu,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00886,"Tivi Samsung 43""",Cai,,Cai,,POSM,0.0135,0.09581,,,1,,,Active
97KM00882,IPhone 7 Plus - 128GB,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00883,Xe máy Sirius,Chi,,Chi,,POSM,,,,,1,,,Active
97KM00889,Voucher Du lịch Sài gòn Tourist - 1.000.000đ,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00885,"Tivi Sony 40""",Cai,,Cai,,POSM,0.01,0.0975,,,1,,,Active
08CF00521,Cà phê VCF 3in1 Gold Original XK Elomm 20bịch x 20gói x 20gr,Bic,Thu,Thu,Goi,FG,0.00932,0.027342,48,,20,400,Y,Active
97KM00880,Phin điện màu đỏ (trả KM),Cai,,Cai,,POSM,0.00455,0.0257,72,,1,,,Active
97KM00875,Áo thun Wake Up 247,Cai,,Cai,,POSM,0.00018,0.000972,936,,1,,,Active
97KM00890,Bộ tô muỗng KM cháo Komi,Bo,,Bo,,POSM,0.00006875,0.00017325,,,1,,,Active
BGRD00073,Thùng carton hồng trà Bupnon TEA365 hương đào (QR) 450ml (345x234x203)mm,Cai,,Cai,,PG,,,,,1,,,Active
08TR00047,Trà Bupnon TEA365 ô long vị đào (QR) 4bl x 6chai x 450ml,Blo,Thu,Thu,Cha,FG,0.0122004,0.01638819,78,13,4,24,Y,Active
BNMF00251,Màng cà phê Beng's hòa tan 3in1 10 lanes 18gr (1000m x 790mm x 79µm),Cuo,Met,Met,,PG,,,"9,000",,0,,,Active
97KM00879,Phin điện màu nâu (trả KM),Cai,,Cai,,POSM,0.00455,0.0257,72,,1,,,Active
97KM00867,Kệ sắt Vĩnh Hảo giọt nước (1000x430x310)mm,Cai,,Cai,,POSM,0.0054,0.15233,,,1,,,Active
BNNA00123,Nắp nhựa HDPE 4.2 lít,Cai,,Cai,,PG,,,,,1,,,Active
97KM00868,Lịch block đại Vinacafe  - Tết 2017,Cai,,Cai,,POSM,0.003357143,0.006603,196,,1,,,Active
BNCH00110,Can nhựa HDPE NM Chinsu Yod Thong XK Thái Lan 4.2 lít,Cai,,Cai,,PG,,,,,1,,,Active
BGTP00027,Thùng carton phở CHIN-SU Bò (có thịt) 132gr (420x280x155)mm,Cai,,Cai,,PG,,,800,,1,,,Active
03NM00529,NM Chinsu hương Cá Hồi đậm đặc XK China 15chai x 500ml,Cha,Thu,Thu,Cha,FG,0.01536,0.020713458,70,,15,15,Y,Active
97KM00928,Thùng đá 38L (526x475x375)mm,Cai,,Cai,,POSM,0.0038,0.060912,,,1,,,Active
97KM00927,Mũ bảo hiểm Faith,Cai,,Cai,,POSM,0.0007,0.006552,,,1,,,Active
97KM00929,Thùng nhựa trưng bày mì Kokomi 30L,Cai,,Cai,,POSM,0.0009,0.035,,,1,,,Active
03NM00535,Nước chấm Nam Ngư Đệ Nhị 18chai x 800ml,Cha,Thu,Thu,Cha,FG,0.01787,0.022941144,60,12,18,18,Y,Active
06KM00173,Chén sứ trắng logo Nam Ngư,Cai,,Cai,,POSM,,,,,1,,,Active
BNPH00027,Phôi chai nhựa NCSD (1881) 15.2gr,Cai,,Cai,,PG,,,"15,500",,1,,,Active
02OM00592,Mì Omachi XBH XK Korea 1 (Đa Ta) 30gói x 79gr,Goi,Thu,Thu,Goi,FG,2.73E-03,0.015726,99,,30,30,Y,Active
97KM00922,Đồng hồ treo tường Wake up 247 - đường kính 20cm,Cai,,Cai,,POSM,0.0013,0.015463,,,1,,,Active
BGST01149,Sticker gói mì Omachi Sườn XK Korea 1 (Đa Ta) 80gr,Cai,,Cai,,PG,0.0003,0.01142169,,,1,,,Active
BGST01150,Sticker gói mì Omachi XBH XK Korea 1 (Đa Ta) 79gr,Cai,,Cai,,PG,0.0003,0.01142169,,,1,,,Active
BGST01151,Sticker gói mì Omachi Tôm chua cay XK Korea 1 (Đa Ta) 79gr,Cai,,Cai,,PG,0.0003,0.01142169,,,1,,,Active
97KM00925,Điện thoại di động OPPO A39,Cai,,Cai,,POSM,,,,,1,,,Active
02OM00593,Mì Omachi Tôm chua cay XK Korea 1 (Đa Ta) 30gói x 79gr,Goi,Thu,Thu,Goi,FG,2.73E-03,0.015726,99,,30,30,Y,Active
97KM00935,Bộ AW cà phê Miền Nam (1200x350)mm,Cai,,Cai,,POSM,0.0012,0.00492,72,,1,,,Active
97KM00923,Đồng hồ treo tường Vĩnh Hảo - đường kính 20cm,Cai,,Cai,,POSM,0.0013,0.015463,,,1,,,Active
97KM00924,"Máy tính xách tay HP 15-AY538TU, CORE I3-6006U(2.00 GHZ,3MB),4GB RAM",Cai,,Cai,,POSM,,,,,1,,,Active
ANKS00227,Thuốc Biogenta 100ml,Cha,,Cha,,RM,,,,,1,,,Active
ACRA00028,Green speckles China (NLB010014),Kgs,,Kgs,,RM,0.001,,"1,500",,1,,,Active
ACRA00027,Emercol C16-18 (NLL010013),Kgs,,Kgs,,RM,0.001,,"1,000",,1,,,Active
ACRA00026,Cetyl stearyl alcohol (NLL010004),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
ACRA00025,Bentonite (pelben 35 white) (NLB010012),Kgs,,Kgs,,RM,0.001,,"1,000",,1,,,Active
BNCH00119,Chai nhựa PET online NT Chinsu 250ml cổ dầu,Cai,,Cai,,PG,,,"4,400",,1,,,Active
97KM00921,Bộ đồng phục bảo hộ lao động Vĩnh Hảo,Bo,,Bo,,POSM,0.00041,0.002378,,,1,,,Active
ACRA00024,Bentonite - Sodium granular - Pelben 35 white N1 (NLB010011),Kgs,,Kgs,,RM,0.001,,"1,200",,1,,,Active
ACRA00023,Acid citric (NLL010001),Kgs,,Kgs,,RM,0.001,,"1,000",,1,,,Active
BNPH00028,Phôi nhựa PET cổ dầu 22gr,Cai,,Cai,,PG,,0.00009075,"14,000",,1,,,Active
94DA00164,Dầu ăn đã qua sử dụng loại 2,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM00926,Thùng đá 10L,Cai,,Cai,,POSM,0.00115,0.012554113,,,1,,,Active
BGNN00115,"Nhãn OPP NK Lemona có gas tự nhiên 500ml, cuộn 3600 (209x65)mm",Cuo,Cai,Cai,,PG,6.39E-07,1.51E-06,"688,960",,0,,,Active
ABNC00098,Nước bổi,Lit,,Lit,,RM,,,,,1,,,Active
BGTV00106,Thùng carton NK Lemona có gas tự nhiên 1.5L (366 x 276 x 321)mm,Cai,,Cai,,PG,0.0004,0.00255,"2,200",,1,,,Active
94DA00163,Dầu ăn đã qua sử dụng loại 1,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGNN00117,Nhãn PVC NK Lemona có gas tự nhiên 1.5L (90x147)mm,Cuo,Cai,Cai,,PG,1.62E-06,3.28E-06,"444,440",,0,,,Active
94DA00165,Dầu ăn đã qua sử dụng loại 3,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTV00105,Thùng carton NK Lemona có gas tự nhiên 500ml (386 x 260 x 228)mm,Cai,,Cai,,PG,0.00028,0.00212,"2,200",,1,,,Active
97KM00934,Baga nhỏ chở hàng xúc xích,Cai,,Cai,,POSM,0.0017,0.013728,,,1,,,Active
97KM00936,Bộ AW cà phê Miền Trung (1200x350)mm,Cai,,Cai,,POSM,0.0012,0.00492,,,1,,,Active
97KM00930,Máy xay thịt Pensonic 800ml,Cai,,Cai,,POSM,0.0023,0.001811333,,,1,,,Active
97KM00937,Bộ AW cà phê Miền Bắc (1200x350)mm,Cai,,Cai,,POSM,0.0012,0.00492,,,1,,,Active
97KM00931,Máy xay sinh tố Delites 1.5L,Cai,,Cai,,POSM,0.0024,0.0080475,75,,1,,,Active
99BI00004,"BTP Bia Sư Tử Trắng Super Special, dịch lạnh",Lit,,Lit,,IP,,,,,1,,,Active
BGTP00030,Thùng carton miến CHIN-SU Gà hầm măng (có thịt) 123gr (420x280x155)mm,Cai,,Cai,,PG,0.00025,0.001848,960,,1,,,Active
97KM00932,Standee Heo xúc xích xốt - lắc (1600x600)mm,Cai,,Cai,,POSM,0.0034,0.02004,100,,1,,,Active
97KM00919,Khung kệ Silver shop (1200x1000)mm,Cai,,Cai,,POSM,0.00065,0.003575,300,,1,,,Active
03NM00532,Nước mắm Nam Ngư cao cấp 15chai x 500ml,Cha,Thu,Thu,Cha,FG,0.016074,0.0216825,56,14,15,15,Y,Active
97KM00938,Hộp cà phê VCF 3in1 Buôn Mê Thuột KM 2 gói (65x25x105)mm,Cai,,Cai,,POSM,0.000008,0.00001944,"48,000",,1,,,Active
BNNT00012,Nhãn WA OPP NT TTT Nhị ca 500ml (208mm x 69.5mm x 40μm),Cai,Cuo,Cuo,,PG,,,,,"17,307",,,Active
97KM00939,Nhãn decal cà phê Buôn Mê Thuột KM 2 gói,Cai,,Cai,,POSM,0.000000008,0.0000021,"256,000",,1,,,Active
97KM00918,Khung kệ Gold shop (1200x1700)mm,Cai,,Cai,,POSM,0.00075,0.00429,200,,1,,,Active
99PR00107,BTP Premix Wake up Hương chồn XK Trung Quốc,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99C600036,BTP Wake up Hương chồn XK,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BNNT00013,Nhãn WA OPP NT TTT Nhất ca 500ml (187x97)mm,Cai,Cuo,Cuo,,PG,,,,,"19,251",,,Active
97KM00933,Hanger treo xúc xích xốt - lắc (500x600)mm,Cai,,Cai,,POSM,0.00098,0.01435,150,,1,,,Active
97KM00920,Ly thủy tinh Ngũ cốc Vina,Cai,,Cai,,POSM,0.000189,0.00051,"2,880",,1,,,Active
BGTA00235,Thùng carton NM Nam Ngư cao cấp 500ml (350x210x295)mm,Cai,,Cai,,PG,,,,,1,,,Active
99NT20001,BTP2 nước tương TTT Nhị ca đậu nành,Lit,,Lit,,IP,,,,,1,,,Active
APPG00119,Moldkiller (Propionic 35%),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
BGTV00104,Thùng carton Suối Mơ không gas 350ml (410x233x191)mm,Cai,,Cai,,PG,,,,,1,,,Active
PRMS00281,Premix PR00281,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
BGBL00261,Vách ngăn hạt nêm CHIN-SU 25 dưỡng chất KM dĩa sứ 400gr (630x450)mm,Cai,,Cai,,PG,,,,,1,,,Active
BNNN00019,Nhãn màng co Suối Mơ 350ml (44x185)mm,Cai,,Cai,,PG,,,,,1,,,Active
PRMS00285,Premix PR00285,Kgs,,Kgs,,RM,0.00104,0.0017094,,,1,,,Active
99NE00312,Gói nêm hủ tiếu CHIN-SU thập cẩm (N),Goi,,Goi,,IP,,,"100,000",,1,,,Active
99RA00154,Gói rau hủ tiếu CHIN-SU thập cẩm (N),Goi,,Goi,,IP,,,"126,000",,1,,,Active
99CB00398,BTP dầu hủ tiếu CHIN-SU thập cẩm (N),Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99DA00455,Gói dầu hủ tiếu CHIN-SU thập cẩm (N),Goi,,Goi,,IP,,,,,1,,,Active
97KM00915,Thùng chở hàng lớn xúc xích,Cai,,Cai,,POSM,0.007,0.111375,8,,1,,,Active
97KM00912,Decal dán ghế nhựa Wake up 247,Cai,,Cai,,POSM,0.0000043,0.000005304,,,1,,,Active
BNMC00631,Màng co nắp PVC (1000mm x 55mm x 40µm),Cuo,,Cuo,,PG,,,40,,1,,,Active
97KM00913,Banner Wake up Sai Gòn (500x2500)mm,Cai,,Cai,,POSM,0.0001,0.0007,,,1,,,Active
97KM00917,Baga lớn chở hàng xúc xích,Cai,,Cai,,POSM,0.0019,0.01512,50,,1,,,Active
97KM00909,Bình đá Vĩnh Hảo 35L,Cai,,Cai,,POSM,0.004,0.06804,21,,1,,,Active
97KM00914,Dù ngoài trời bia Sư Tử Trắng,Cai,,Cai,,POSM,0.0259,0.03879,20,,1,,,Active
97KM00911,Ghế nhựa nhỏ Wake up 247,Cai,,Cai,,POSM,0.0008,0.0504,,,1,,,Active
04VF00974,Chai nhựa PET online NM Chinsu Yod Thong XK Thái Lan 650ml,Cai,,Cai,,PG,,,"4,400",,1,,,Active
VHC000777,Polymer anion dùng trong thực phẩm,Kgs,,Kgs,,RM,0.001,0.00108,"1,000",,1,,,Active
97KM00910,Voucher du lịch Vietravel trị giá 2.000.000 VND,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00916,Thùng chở hàng nhỏ xúc xích,Cai,,Cai,,POSM,0.01,0.162922,,,1,,,Active
04VF00973,Chai nhựa PET online NM Chinsu Yod Thong XK Thái Lan 300ml,Cai,,Cai,,PG,,,"3,000",,1,,,Active
97KM00907,Hanger giấy cà phê WUSG (204.5x200)mm,Cai,,Cai,,POSM,0.00025,0.0005328,,,1,,,Active
BGNF00396,Nhãn decal thùng Cà phê VCF 3in1 Gold Gu đậm hơn XK HGA (110x95)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
97KM00908,"Máy tính bảng Samsung Galaxy Tab A6, 7.0 inch (SM-T285)",Cai,,Cai,,POSM,,,,,1,,,Active
08VH00065,Nước uống đóng chai Vihawa 1bình x 20lít,Bin,,Bin,Bin,FG,0.02009,0.03742,32,16,1,1,Y,Active
97KM00900,Xe đẩy 247 - Thùng Nhựa 70L (720x600x650)mm,Cai,,Cai,,POSM,0.185,0.4215,,,1,,,Active
BGNF00391,Nhãn decal túi Cà phê VCF 3in1 Gold Gu đậm hơn XK HGA (80x102)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BGNF00395,Nhãn decal thùng Cà phê VCF 3in1 Gold Gu đậm XK HGA (110x95)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BGNF00390,Nhãn decal túi Cà phê VCF 3in1 Gold Gu đậm XK HGA (80x102)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
99CA00001,BTP Cám phế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM00899,Đồng Hồ Vinacafe - đường kính 20cm,Cai,,Cai,,POSM,0.0013,0.015463,,,1,,,Active
94C600015,BTP bụi cà phê phế phẩm,Kgs,,Kgs,,IP,0.001,,900,,1,,,Active
BNNA00128,Nắp chóp TO màu vàng cổ 1881,Cai,,Cai,,PG,,,,,1,,,Active
08VH00064,Nước uống đóng chai Vihawa (vòi) 1bình x 20lít,Bin,,Bin,Bin,FG,0.02009,0.03742,32,16,1,1,Y,Active
BNCH00115,Chai nhựa PET 193ml cổ 1881,Cai,,Cai,,PG,1.53846E-05,0.000325333,"3,120",,1,,,Active
BNNA00127,Nắp nhựa đỏ bình 20L Vihawa không vòi Ø55.5,Cai,,Cai,,PG,,,"13,000",,1,,,Active
99TO10032,BTP1 ớt hiểm lỡ khô muối,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGBL00156,Hanger giấy cà phê WUSG (204.5x200)mm,Cai,,Cai,,POSM,,,,,1,,,Active
BGNO00140,Nhãn giấy TO Chinsu eo MB 250gr,Bo,,Bo,,PG,,,,,1,,,Active
BGTN00154,Thùng carton NT TTT Nhất ca 4bl x 6chai x 500ml (420x280x253)mm,Cai,,Cai,,PG,0.000378,0.00148764,,,1,,,Active
BGNO00139,Nhãn giấy TO Chinsu eo MN 250gr,Bo,,Bo,,PG,,,,,1,,,Active
03OT00138,Tương ớt CHIN-SU chai eo MN 24chai x 250gr,Cha,Thu,Thu,Cha,FG,6.90E-03,0.0121088,126,,24,24,Y,Active
BGTT00131,Thùng carton TO Chinsu eo MB 250g (352x215x160)mm,Cai,,Cai,,PG,0.000228,0.00060544,,,1,,,Active
97KM00904,Túi quà Tết bia Sư Tử Trắng,Cai,,Cai,,POSM,0.0002,0.002052,,,1,,,Active
06KM00171,Đường tinh luyện 0.5kg,Bic,,Bic,,POSM,0.0005,0.002652,"1,200",,1,,,Active
06KM00172,Thố nhựa Tam Thái Tử KM (165x165x100)mm,Cai,,Cai,,POSM,,,,,1,,,Active
94DA00152,BTP xốt cà chua mì Omachi Spaghetti vị Bò 91gr tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM00901,Sữa tiệt trùng có đường Dutch lady 48bichx220ml,Bic,Thu,Thu,,POSM,,,,,48,,,Active
94DA00143,BTP dầu Omachi Sườn hầm ngũ quả tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94DA00160,BTP xốt mì Omachi Special Bò hầm xốt vang MN tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94DA00151,BTP dầu mì Omachi Spaghetti vị Bò 91gr tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGNA00919,Nhãn decal giấy NM Nam Ngư XK Myanmar mặt trước 750ml (39x150)mm,Cai,,Cai,,PG,,,,,1,,,Active
94DA00145,BTP dầu mì Kokomi tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94DA00148,BTP dầu Omachi xốt Bò hầm XK tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
08CF00531,Cà phê VCF 3in1 Gold Gu đậm hơn XK HGA 20bịch x 20gói x 20gr,Bic,Thu,Thu,Goi,FG,0.0092,0.0262885,48,,20,400,Y,Active
94DA00156,BTP xốt cháo Komi nước cốt Gà hầm tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94DA00159,BTP dầu tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94DA00147,BTP dầu Omachi xốt Bò hầm 80gr tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94DA00150,BTP dầu cháo tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94DA00161,BTP xốt mì Omachi Special Bò hầm xốt vang MB tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM00902,Sữa tiệt trùng không đường Dutch lady 48bichx220ml,Bic,Thu,Thu,,POSM,,,,,48,,,Active
94DA00144,BTP dầu mì Kokomi Tôm chua cay MN tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
08CF00530,Cà phê VCF 3in1 Gold Gu đậm XK HGA 20bịch x 20gói x 20gr,Bic,Thu,Thu,Goi,FG,0.0092,0.0262885,48,,20,400,Y,Active
97KM00905,Ly thủy tinh cao cấp Vinacafe,Cai,,Cai,,POSM,0.00025,0.000631354,"2,520",,1,,,Active
97KM00906,Decal ly thủy tinh Vinacafe (30x600)mm,Cai,,Cai,,POSM,3.30357E-06,4.93472E-06,"20,000",,1,,,Active
97KM01125,Khung kệ 1 tầng (2000x450)mm,Cai,,Cai,,POSM,0.001,0.0006175,,,1,,,Active
99XX20024,BTP gói xốt 16gr (SNF),Goi,,Goi,,IP,,,"33,600",,1,,,Active
BNMF00119,Màng cà phê VCF Chất Sài Gòn cà phê sữa đá XK (1500m x 270mm x 66µm),Cuo,Met,Met,,PG,,,"67,500",,0,,,Active
AHNU00177,Hương húng quế  GF170325-1,Kgs,,Kgs,,RM,0.001,,500,,1,,,Active
97KM01126,Thùng đá Café De Nam 50L,Cai,,Cai,,POSM,0.0049,0.093138,,,1,,,Active
PRMS00306,Premix PR00306,Kgs,,Kgs,,RM,0.001,,500,,1,,,Active
PRMS00309,Premix PR00309,Kgs,,Kgs,,RM,0.001,,500,,1,,,Active
AHNU00176,Hương ngò om GF170327-1,Kgs,,Kgs,,RM,0.001,,500,,1,,,Active
97KM01124,"Tô sứ Omachi có ngấn 6""",Cai,,Cai,,POSM,0.0004476,0.001901714,,,1,,,Active
97KM01142,"Cặp ly thủy tinh bia Sư Tử Trắng ""Sung - Sướng""",Cap,,Cap,,POSM,0.001333333,0.003885,360,,1,,,Active
99C100049,BTP Hạt Cà phê nguyên liệu KTN RH2,Kgs,,Kgs,,IP,0.001,,800,,1,,,Active
99C200036,BTP Cà phê hạt rang KTN RH1,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
99CB00123,BTP dầu mì Kokomi Tôm chua cay MN mới,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99C100051,BTP Hạt Cà phê nguyên liệu KTN RH4,Kgs,,Kgs,,IP,0.001,,800,,1,,,Active
99C200038,BTP Cà phê hạt rang KTN RH3,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
99C100048,BTP Hạt Cà phê nguyên liệu KTN RH1,Kgs,,Kgs,,IP,0.001,,800,,1,,,Active
PRMS00312,Premix PR00312,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
99DA00272,Gói dầu mì Kokomi Tôm chua cay MN mới,Goi,,Goi,,IP,,,,,1,,,Active
97KM01141,Ly thủy tinh bia Sư Tử Trắng,Cai,,Cai,,POSM,0.00071,0.0018,720,,1,,,Active
99C200037,BTP Cà phê hạt rang KTN RH2,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
99C100050,BTP Hạt Cà phê nguyên liệu KTN RH3,Kgs,,Kgs,,IP,0.001,,800,,1,,,Active
99NE00170,Gói nêm mì Kokomi Tôm chua cay MN mới,Goi,,Goi,,IP,,,,,1,,,Active
BNMF00124,Màng cà phê VCF Chất Hà Nội cà phê nâu 21gr XK (1500m x 238mm x 66µm),Cuo,Met,Met,,PG,,,"81,000",,0,,,Active
99C200039,BTP Cà phê hạt rang KTN RH4,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
ANNC00043,Nước nguồn sông Lòng Sông,Lit,,Lit,,RM,,,,,1,,,Active
ANKC00039,Ammonium Chloride,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
APMA00090,Roha Amaranth Red 85%,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
PRMS00659,Premix PR00659,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
APMA00091,Caramel flavour JA-058-683-6,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
99HH00866,BTP bao tử cá basa sau sơ chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH00867,BTP đuôi heo sau sơ chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH00868,BTP sườn sụn heo sau sơ chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM02540,Bộ shelf talker gia vị CHIN-SU (700x60)mm,Bo,,Bo,,POSM,0.0002,0.00189,,,1,,,Active
BNMC00981,Màng co block PVC TO CHIN-SU chai tròn XK Cambodia 440gr,Kgs,,Kgs,,PG,0.001,,500,,1,,,Active
97KM03948,Đồng hồ thông minh Garmin Venu,Cai,,Cai,,POSM,0.000122,0.00053,,,1,,,Active
